sentiment,review_body,product_category
-1,This dress is very cute and well made. unfortunately it was too short waisted for me and runs small in the bust. the arm holes were too big yet the bust small  very weird fit on me. i am six feet tall with 38c bust  maybe if you are shorter with smaller chest this dress will work for you. it has a thin lining and is not see through even though it is white fabric. i love the dress it just wasn't made for my tall figure.,Dresses
-1,"I love everything by cloth & stone so was excited to see that they made a dress. hooray! i ordered it in the xl  which is my usual size in their shirts. when i tried it on i was so sad to see that it barely fit around my tummy and hips! i am a true size 12/14 and the xl just barely gave me enough room to move. my chest also caused the dreaded ""button gape."" it is clear that they cut the dress for people with a stick straight figure. so disappointing!!",Dresses
-1,"The design of this dress was very off for my 5'4""  120 lb  32d frame. it's low-cut and tight in the bust  but then very voluminous and unstructured around the hips  making me look wide there. a belt didn't help much. the fabric is nice  but the overall effect of the dress was frumpy.",Dresses
-1,....that's what i look like wearing this dress. a sad  sad  sack. the fabric is less than ideal  and there is no shape to speak of. i love that it has pockets but that's about it. there was just way too much fabric for a petite person. this dress has got to be good on someone  sadly that person was not me.,Dresses
-1,I thought this dress looked so cute and comfortable and was excited to try it on  and i was majorly disappointed. it was incredibly unflattering  in every way. as a few of the other reviewers mentioned  if you have any sort of bust the dress will not hang nicely  the waist band was too high up and made me look pregnant. i'm 5'2 and curvy and usually take a lg in retailer  but this...ewww! i will say the color and material are gorgeous  but i'm guessing this is the type of dress that would look bes,Dresses
-1,I was looking for an oversized silhouette but this is more like a beach cover-up. the waist does not have elastic or any structure. the top fabric is crossed over but not sewn closed  and because the fit is so loose it just gaps open. the fabric is nice quality but i am returning.,Dresses
0,Loved this dress and ordered it based on glowing reviews. ordered size large because i weigh 155 pounds and have a large 34g bust. the dress skimmed nicely over my body but the baby doll style fit loosely and made me look really wide from the side. i probably could have sized down for a better fit  but it might have just emphasized my bust. the fabric has a substantial weight and it's lined. best as a fall  winter dress. the embroidery is beautiful. i disliked the intense black color around my f,Dresses
0,The colors look better in person and the sweater knit is thinner than i expected (which is actually a plus in my opinion) so i was very happy when i opened the package  unfortunately the fit was off for me. the lower part and the back are perfect  the dress hangs nicely  no puffing  no stiffness. however  the upper part at the front was tight and something about the armholes made my arms and upper body look beefy (i promise i usually don't have this problem). i am 32a and routinely order xs. the,Dresses
0,"Material is nice. design would be so great if it didn't fit so large! i am 5'4"" 118lbs  athletic build. the dress could be belted i think (a very slim girl at retailer did this)  but it is not worth $158 in my opinion. if on sale i might keep it due to the hastle of returning it  however  it is not ""flowy."" it fits okay in the shoulders  almost too loose  and the rest looks like a potato sack. so disappointed!!",Dresses
0,It didn't work with my frame at all  but is very nice!,Dresses
0,Super soft  super cute but too short for a dress  too long and too overwhelming for a shirt  and didn't like the look with leggings at all so sadly i'm returning. love the colors  feel and style but no way will sizing up or down fit in a way that was functional...having said that..fits tts i guess.,Dresses
0,So i haven't actually tried this and i'm sorry for the misleading star rating. i just wanted to get someone's attention on the length. the photos show the dress draping with almost a train even with the model in platform heels but in the video  the dress is about 2 inches off the floor. is it the model in the video that is extra tall? someone help me out. this looks gorgeous but since it's an online exclusive  i won't be able to try it on at the store.,Dresses
0,I wanted this dress to work so badly but if you have any chest or any hips this won't work for you. i tried in petites and regular and it just didn't work at all,Dresses
0,I was very excited when this dress arrived in the mail. the fabric is so comfortable  but the print was overwhelming. it is also very tight on the top and i got lost in the fabric at the bottom. i had to return it.,Dresses
0,After reading all the reviews  i ordered up a size. the problem isn't that it runs small. it's that they took the bodice of a true size and stuck it on the skirt of a small size. or if you want to think of it differently - the bodice of a large size on to the skirt of a true size. the 4 top with the 6 bottom would be perfect. unfortunately - you get a size 4 fitted bodice with a skirt that puckers at the back and shows all your flaws (spare tire) or a size 6 that is atrociously long in the torso,Dresses
1,I got this dress in the mail today  and it's one of the best dresses i've ever gotten at retailer.. the material is of high quality and feels silky against the skin. the fit is true to size for maeve  and is so flattering. for reference  i'm thin (116 lbs)  but curvy and usually order a regular xs. in maeve  i'm usually an xsp  and the xsp fit perfectly. it looks good with a wide cream colored crocheted belt (also from retailer)  or on its own.,Dresses
1,I love this dress! great fit and quality. love that the skirt is lined. this is a real throw on and go piece. i've worn it with wedges and with espadrille sneakers. my only complaint is that the sturdy material makes it difficult to get the tie waist to lay down flat. but overall an amazing dress!,Dresses
1,This dress is very comfortable  not itchy at all and looks great. runs on the large side and is a tiny bit unflattering in the middle but it's still a worthwhile buy!,Dresses
1,Definitely shorter than expected  but a super light  airy  and comfy dress for summer nights. a must for summer dinner parties!!!,Dresses
1,Love this dress! the stripes are flattering  the material is interesting and it swings! it's feminine and fun!,Dresses
1,Love this tunic dress but i ordered a petite instead of regular because of length. fits a bit snug. i have gotten sp from retailer before and they have fit. just depends on the brand i guess. great holiday wear.,Dresses
1,"This is a very cute dress! the sweater material is not itchy at all. i love the bell sleeve and how the seam at the top of the bell matches up to the waistline of the dress. good quality and well made. i am 5' 9"" tall and this dress falls just above my knees. so for me  it's the perfect length. i bought the black dress and i look forward to wearing it throughout the fall and winter.",Dresses
1,I got the white with black print and it is nice material and a pretty dress. i just would have preferred a better cut but overall pretty work dress .,Dresses
1,Great dress - the hardest part was picking which color. the dress is a slim swing silhouette and very flattering. the fabric skims the body without highlighting my problem areas (lower abdomen and hips). the dress is modest enough for work (it ends a few inches above the knee in the middle  comes to my knee on the sides). i am always a xs or s in maeve - i went with the small on this dress. the sleeves aren't as long as the picture shows - they ended where they should. i went with the navy and w,Dresses
-1,I was really excited about this sweater  but the fit was terrible. the sleeves were the right size  but the body of the sweater was a tent - absolutely no shape. they must have clipped the sweater on the model. for reference  i'm 5'4 and 120 pounds and ordered a size small.,Fine gauge
-1,This sweater has the weirdest stitching  although the buttons on the sleeves are a nice touch and the hunter green color is to die...poor fit means poor sweater :),Fine gauge
-1,And not in a good way. everywhere i went  i left a little of this sweater behind. within hours of having it on  i was picking balls of fabric off the couch  bed  and the sweater itself looked like it was molting. great style  fabric and fit (although a little on the long side ) but there's no way i can keep it.,Fine gauge
-1,I loved the way it looks on. fit tts. only problem for me was it was so itchy. there is that small amt. of wool in it. if you have any problem with wool this may not work for you,Fine gauge
-1,I ordered this in size xl in ivory. it was a drab  poorly-made  too-small sweater. the knit material wasn't good quality and the overall fit didn't work. i liked the light red color and maybe if that had been in stock  then i would have overlooked the problems. but  there are better ivory retailer cardigans available. this was returned.,Fine gauge
-1,I ordered the in the emerald green and it was sent to me with a dime size hole in the sleeve. i am very disappointed  because i love the sweater. by the time it arrived  it was sold out in my size. now  i cannot exchange it for one that is not damaged. if the sweater was not damaged  i would recommend this product.,Fine gauge
-1,"Even on my 5'1""  short-waisted  100 lb body  this was super short. it was also super boxy. not flattering at all. the blue was a good color but this is going back.",Fine gauge
-1,"I didn't mind the ""scratchiness"" others proclaimed this garment had  but it is made very tight in the arms and across the back. looks great from the front  but uncomfortable.",Fine gauge
-1,"This is a very pretty sweater  a bit boxy and short but cute. i am 5'1"" and ordered the regular xs in black. the thing i did not like about this sweater was the gold thread through the back lace. i would have kept this if it was plain black lace. just did not like that look.",Fine gauge
0,I bought three of these this summer--a mint  ivory  and yellow. when i received them  they looked nice enough in person. i liked the heart motif and the peplum. the problem is the knit was on the cheap side and stretched out. the arms were tighter than i liked but loosened up through the day. but  then the look became more matronly. i wish they had been 3/4 length or a vest. the cheap  outstretched look just didn't work. i ended up donating all of mine after a few wears. they also pilled conside,Fine gauge
0,I ordered the pink  and it was gorgeous. the color and feel were so soft  i would have kept it if it were a blanket. but i did send it back because as a sweater  it just didn't lay right. it has a sort of inside layer that just didn't fit right with the outside sweater layer  so it ended up puffing up on the sides at the waist. that was not flattering. and the hood was too large and floppy looking. too bad.,Fine gauge
0,I ordered the yellow color way expecting it to be a mustard color. it seemed to have a greenish tint to it and didn't look right on me. also the pockets didn't lay right so the flower didn't look right.,Fine gauge
0,This is a relatively cute top when you try it on. however  i don't think it will hold it's shape after even just 1 wear. it also doesn't seem like you could wash it without ruining it (like a shirt form a 'throw-away' cheap clothing store). i checked the fabric tag and it is a very high % viscose - meaning  it won't last long at all. i'm returning and feel frustrated with how cheap the fabric is.,Fine gauge
0,Honestly  the sweater is really beautiful...i usually buy a small in retailer tops  and this seemed to run on the smaller side. it&#39;s pretty short  but the issue i have is that the sleeves are much shorter in person than on the models in the pictures. it looks like i&#39;m wearing a 3/4 sleeve shirt. still deciding if i&#39;m going to keep it  because it is really a lovely top.,Fine gauge
0,I love cashmere  love the length  cowl-neck and colors  however i found the yellow to be bit more vibrant in person  which i liked. i'm not sure i will keep this because it seemed to be a bit too thin for my taste. i would gladly pay a bit more for a thicker ply sweater... i might justify this one at a sale price.,Fine gauge
0,I ordered this in the pink color. the fit was fine  but i didn't care for how thin it was. there is lining  which i suppose is there to combat the thinness  but it's only in certain places. the lining should have been all over. maybe if i had gotten this in blue  it wouldn't have been so bad.,Fine gauge
0,The quality of the fabric is soft and thick and well made. loved everything about it but if you are ample in the chest  it is snug and does not hang and drape as well like on the model  so you may want to size up. i am sending it back as the fit is not flattering on me for the price. someone with a boyish no-curve figure would look dynamite in it!,Fine gauge
0,Cute details but not happy with the fit. runs wide and short. the peplum fabric on bottom is stiff  wrinkles easily  and lays funny. returning this one.,Fine gauge
1,I love this cardigan  it is very soft  and unique (i am a sucker for polka dots). i tried on my usual size (xs) and it fit. i wish they did have it in petite  however. added this one to my wish list :-)  soft  versatile.,Fine gauge
1,Purchased this in green and love the color. it drapes well - not too long on me and hung just past my hips. it has very thin sleeves as other review mentioned to cannot wear anything bulky underneath. overall very happy with this purchase.,Fine gauge
1,The design on the blue sweater is actually a dark navy (not black  as i thought it was)  but it still looks beautiful with black underneath. rather than jeans like it's shown  the v-neck is a nice change from other cardigans i have - looks great with a cami or another v-neck underneath it. soft  nice medium-weight and not at all itchy. happy with this as an easy everyday sweater.,Fine gauge
1,"Unlike one comment below a review on here who stated it felt childish  i didn't feel this way at all. i'm a sucker for anything white with tulle and soft colors and a bit of bling :) here's my thoughts: ------------------------- pros: - very soft with good amount of stretch. - tulle bottom is exactly as pictured. i disagree with another reviewer who said the color was more of taupe; it is not. this is pink/nude shade all the way. - runs tts. i'm a 36c  hourglass  5'9"" and found the medium to be",Fine gauge
1,Cozy  soft fabric.  love the snails on the pockets and the cute buttons.  size down if you want a more tailored fit.,Fine gauge
1,"Love this sweater! beautiful detail  thicker yarn and well made. sweater has more structure to it than i had anticipated  which makes it look more tailered while being soft and comfortable. hits my lower hip and i'm 5'6"". receive compliments every time i wear it.",Fine gauge
1,I love this pretty sweater. i am petite and thin and ordered the regular xs. the length was perfect- just below the hips. the sleeves are a bit long but you can pull them up a bit. this is a perfect winter dressy sweater to wear with black jeans or leather pants. the knit is very delicate and light but warm and the layered chiffon bottom makes it special.,Fine gauge
1,Wore this poncho and received 5 compliments before the school day even began! love the pockets and hood. bought three at the sale price - one for me  a friend  and my niece - different ages and sizes but everyone of us love this poncho.,Fine gauge
1,I've been looking for a wrap cardigan for a while and this totally fit the bill. it fits well  is soft  and made of good materials. i love the versatility of using it with all my dresses. this is a great staple piece.,Fine gauge
-1,You have to be a contortionist to get this bra on. it slips over your head and i needed my 8yo daughter to help me pull it down past my elbows. ridiculously impractical. why oh why didn't heather give it a hook and loop closure instead?,Intimates
-1,It seemed to stay in place and did not require constant readjustment. however  i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.,Intimates
-1,Fun  sexy underwear but rides up in the front. will return,Intimates
-1,"This nightgown looked so comfy and cute! i ordered a large and it was so uncomfortably tight.i'm 5'3"" and 150lbs. it was such a shame. size large should not just be really a medium!",Intimates
-1,3 tags - one quite huge (about 2'' by 3'') - very itchy. so i cut out the tags and they are sewn with some kind of hard poky plasticy thread - now even more itchy! i will have to wear these inside out.,Intimates
-1,The bra is comfortable and the design is good. however  the sizing is way off. i am a 34c and the small fits well with minimal support. not sure about quality. this one might have to go back :(,Intimates
-1,This bra runs very small  and is hard to get on and off. i think if i went a size up i would be happier.,Intimates
-1,Material is strange. triangle top is funky. this is just not awesome in any way.,Intimates
-1,"Loved how this draped and im super petite 5'1""(32b bust) and this was seriously one of the most ill fitting items i have every owned. i purchased the pxs and it was huge. i hope this has a better fit as the other reviewers seem to have a more positive review. i was just appalled as to how bad the measurements were off. unfortunately the straps are not adjustable so this went below my chest. too sad retailer  please get the fit right!!",Intimates
0,I love and live in these but the recent scoop tanks i purchased were thin  not as great. so i want to recommend them because they are really versatile but the quality has deminished.,Intimates
0,I ordered this in black and white  thinking you can never have enough silk camisoles.     i returned the black because it looked like polyester. the white is actually a cream/ivory  not bright white as pictured. it is also not the best feeling quality  however the fit is good  and true to size.,Intimates
0,I'm a 32-a  and i bought a small. i found that the tube portion is pretty tight  but probably needed to keep things up. because there is not a clasp in the front or back  it is really hard to get in and out of. i'd probably be ok with it  but the cups were too big for me. i think i would need to be a c to fill it.  the quality is really nice and the molded cups are a good shape. i wish i could have made it work  because it was really comfortable. i returned it in the end.,Intimates
0,This is pretty and provides coverage with a bit of support for wearing around the house. i'm a 34b so i ordered the small- it still had room in it so i tightened the straps and used the tightest hooks on the back  and that makes it fit ok. i bought it just to wear at home since i was not expecting a great deal of support or shaping  and while it feels ok it is not super-comfy- it's a bit scratchy around the edges. i was going to buy another color if i loved this  but as it is i will keep the one,Intimates
0,"The fit is gorgeous  but i didn't realize it was completely transparent. when it says ""mesh"" it means ""mesh""! i was thinking the ""mesh"" part was on the bottom. because of how it is cut  high on the shoulders  you can't wear a cami underneath to provide coverage. very cute  but not practical.",Intimates
0,I wanted to love these because they are so pretty and come in lots of colors  but after only a few minutes of wearing them  i was having to pull them out of my bottom! why does women's underwear so frequently ride up? i normally wear a size 4/28  and ordered these in a m  but i guess they were still too small  which seems unreasonable to me. they are soft and pretty  but i will not be ordering more.,Intimates
0,I'm a b-cup who hates traditional underwire bras  so i was excited to try this one out. while i appreciate that this bra has more structure and support than other wireless comfy bras  the cups provided too much coverage for my style. if you want to wear a shirt with a wide neck  or do a cute off-the-shoulder thing with your shirt  the top of the cup shows. bummer!,Intimates
0,I wanted to love this set  but sadly it just didn't fit as i had hoped. the small was bigger than expected and looked frumpy and not sexy. returned.,Intimates
0,I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes  the top and bottoms fit overall  but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work  which i am willing to work on s,Intimates
1,"This well made chemise is figure flattering and just the right length for me (5'2""). i would wear it as a slip or a nightie. looking forward to wearing it!",Intimates
1,I got the burgundy color and i do have to say that the color looks a little better online than it does in person  but it's not too much of a difference. this is a really cute thong  and if you're just trying to be sexy/romantic  then i think it would be fine and there's nothing at all wrong with it. however  i like to wear thongs just in general because i think they're comfortable and i like not having to worry about panty lines  and this is definitely not the most comfortable. the front pattern,Intimates
1,Cute little sleep mask! the elastic band is wide so it doesn't ever feel like it's digging into your head. does a very good job keeping out light.,Intimates
1,"I purchased this sweet little cami in all three colors (the black for some reason only available to order in store). the fabric is luxurious and smooth to the touch! i've purchased other silk shells by eloise and would say this one runs small. i'm 5'2"" 125lbs 34c and and typically wear an xs at retailer. this tank was too tight in the chest and i sized up to a small which fixed the problem. i can't wait to make my jeans and bomber jackets for fall just a little more special with these babies!",Intimates
1,I ordered this in sand and loved it so much when i received it that i went back and ordered it in black as well. it is very flattering and sexy!,Intimates
1,I found this set once while browsing the website. i fell in love with it and kept a photo of the set so i could save up to purchase it. as luck would have it  my mom surprised me with a gift card  so i applied it to my purchase. i'm so happy with the set. it's wonderfully flattering  and makes me feel sexy. i want one in every color!,Intimates
1,This sleep is super flattering on but it runs quite small (and short). it has a lot of stretch to the fabric and my normal size felt like i had a large spanx slip on. like i said  great slip but i'd recommend ordering up a size if you want it to look like the model.,Intimates
1,Hands down most comfortable bra ever!,Intimates
1,It is an expensive panty  but so worth the money! it is so unique and flattering!,Intimates
-1,This sweater/jacket looks just like the photo in real life  but the inside is so scratchy. i physically recoiled when trying it on as the interior of the sleeves feels like sandpaper. unlined and uncomfortable. no thank you!  should you choose to proceed  i found the fit tts. i'm 5'8  wear an 8/10 and the medium worked for me.,Jackets
-1,"This arrived this week and i was so disappointed. the proportions are all wrong--- from the empire waist to the dolman sleeves  to the weird texture added to the material. if i could sum up this jacket with one word it would be ""weird"".",Jackets
-1,Love the jacket! so versatile! would probably order up a size if you like a loose fit.,Jackets
-1,I usually like coats and wraps with high-waisted belts  but this way too high  and the fit was really unflattering. i can see it being chic on a tall  slender person  but it's definitely not right for my short  curvy body. returning it today.,Jackets
-1,I ordered this to wear for a holiday party hoping to have something unique and dressy. it was too bulky at the shoulders and looked like something a football player would wear. the little ruffled flower pieces were random at the top and stuck out in all the wrong directions. it wasn't as elegant as the model pic (is it ever?) and for this price should fit like a glove. went back within seconds. also  it's pretty short  and bulky short isn't flattering on too many people.,Jackets
-1,A good part of my closet is filled with retailer clothes. i mix them with my basics  scarves and jewelry. so  i immediately thought of a dozen ways this kimono could jazz up anything from skinny jeans to slip dresses  even though i felt it was pretty pricey. when it arrived  i was more than disappointed in the cheapness of the fabric. it does nothing for any of my intended clothes  so it is going back asap.,Jackets
-1,I ordered this online and was disappointed when it arrived. it didn't look quite like it does in the photos online. it also runs small. i returned it because i did not feel it was worth the high price.,Jackets
-1,The color is darker than shown (i ordered the denim looking one). the flower things are not very visible as it all looks one color. it must be great for the tall skinny model   but if your 5'4'' and pear shaped like me  it's a no go! took it back to my local store.,Jackets
-1,"The fit is so bad and the construction is very poor. i'm 5'1''  100 lbs  ordered xxs petite.     first of all  when i button this  there is extreme gaping going on. the vest runs narrow  yet tall?it shifts up my torso if i move at all  making the gaping even worse.    the ""skirt"" at the bottom is made of a very cheap  thin  slightly sheeny material that you would find at a flea market. it arrived unbelievably wrinkled and crumpled  and it was just so thin. it did not meet as closely in the middl",Jackets
0,The fabric is beautiful  even the lining is lovely. i ordered the green color in a large  as i'm curvy and have long arms. but it just doesn't lay correctly at all - the collar has no structure  even though it's a lapel  and the side vents just pop out - the jacket added about 10lbs  and just looked frumpy. it looks much more tailored on the model. too bad  as i have been looking for a velvet blazer in the color for a long time.,Jackets
0,Should have ordered the xl instead of the large. didn't even come close to being able to button the front but i'm a 34 g. i find sanctuary to run small. beautiful soft green color  fabric is soft too. it is cropped to the waist. decided to return instead of reorder.,Jackets
0,The jacket is cute  it runs small but looks good. i like it even though it feels tight on my arms.,Jackets
0,I was searching for the perfect large comfy sweater for the cold winter weather ahead and i thought this would be it. it looks so cute in the pictures but when i received in by mail it wasn't what i was searching for. this sweater  like on the model  is quite large. although i wanted a large sweater  the fit of this one didn't fit well on me. it has more of a boxy feel to it. i usually wear a medium  but went with a small because i expected this to fit a little large and it still engulfed me. i,Jackets
0,I'm normally a 10/12 and ordered the m/l. the body was a little big but ok. the arms are really wide. there are snaps to make them tighter but it doesn't do much. i do like the embroidery. it's an ok jacket but the fit could have been better.,Jackets
0,I tried this on in the store yesterday and i wanted to buy it very much. the jacket would work well for many sleveless tops or dresses all summer  and would work in an office. but  on me  the unusual cut of the arms emphasized the worst part of my arms (saggy or fat area) in a comical manner. if they tried to design a garmet to make arms look bad  the couldnt have done it better. further  the extra material against the body added bulk at my narrowest point (i am hourglass). again  not flattering,Jackets
0,It is indeed cut to the shape of a trench. however  i think retailer should rename it as it's more like wearing a cardigan. it's soft and pretty which i like. however  i wasn't convinced to buy it since i have a gazillion long black cardigans already made out of the same jersey stretch material.,Jackets
0,"I really  really wanted to love this jacket. unfortunately  i have a long torso and it was a weird length on me. it hit touching my waist and i wanted something a little longer. i am 5'6""  but long waisted. this probably fits beautifully on someone more short-waisted or petite in stature. it was beautiful (although the buttons were cheap...)",Jackets
0,The vest looks  so stylish on. it makes a regular t shirt look edgy with it on. i love the vest but the price is too high,Jackets
1,I purchased the grey jacket first and it seems to work with a lot of things and create different looks. so i purchased the tan jacket. i found it to less tan as an olive color. not my favorite color for me. but the fit is awesome and hopefully the color will prove to be versatile too. the blouse shown with it does not go with it as i had hoped. the jacket seems very green with the golden brown in the blouse. so a black or ivory blouse with some great necklace should work. recommend. pretty true,Jackets
1,The material is soft and the length is great. you can wear it with short or skinny jeans. the only drawback is the color because it is so light. it is pastel so if you like pastels it will be great for you.,Jackets
1,"I ordered this jacket thinking it would look good with so many of my current outfits. i'm usually between a small and medium in jackets  so taking the advise of the other reviewers  i went with a medium... while it fit in the arms just fine  the torso was tight! i couldnt even zip it up! i guess i should have gone with a large. after mulling it over  i decided to just return instead of exchanging. i felt the jacket had a much harder ""edge"" to it than my style is. i was very impressed with the qu",Jackets
1,I love the oversized look of this jacket--my building is kept freezing cold so while at work i am constantly fiddling with cardigans and scarves and a space heater to try to keep from freezing while working and i thought this jacket would be a great jacket that basically functions as a blanket while still looking professional. (my boyfriend doesn't quite get the 3/4-length sleeves but that definitely keeps the look of this jacket polished--if they were longer i think it would be too much just li,Jackets
1,This jacket is adorable.. it is very flattering and different. can easily be dressed up for work or dressed down as shown. note: it is unlined and very light weight. these are huge selling points for me as it makes the jacket seasonless. love it!!!,Jackets
1,I love linen i know it's a pain with the wrinkles but it's just a very nice crisp clean feel. this vest is wonderful it fits very nice  once you size down  and can work as a bathing suit cover up. i'm using it with my linen pants and skirts and everyone has asked me where did you get that...i think they're all gone by now but if they aren't grab it while you can it's a must have for any woman's closet.,Jackets
